1525948	0
1548006	0
1567642	0
1587237	0
1606861	0
1626452	0
1645927	0
1665488	0
1685081	0
1704703	0
1725196	0
1744813	0
1764445	0
1784042	0
1803646	0
1823260	0
1842840	0
1862432	0
1882742	0
1902340	0
1921970	0
1941578	0
1961175	0
1980800	0
2000308	0
2019693	0
2039291	0
2058876	0
2073634	0
2088631	0
2108246	0
2128489	0
2148121	0
2167751	0
2187349	0
2206965	0
2226586	0
2242682	0
2264252	0
2282860	0
2302174	0
2320459	0
2339470	0
2357896	0
2376183	0
2395114	0
2412935	0
2430454	0
2447925	0
2465279	0
2482522	0
2505474	0
2524419	0
2542244	0
2559862	0
2577404	0
2595167	0
2612504	0
2630540	0
2648533	0
2665895	0
2683304	0
2700665	0
2718737	0
2737196	0
2755868	0
2774673	0
2793288	0
2811621	0
2830488	0
2848763	0
2867210	0
2885330	0
2903368	0
2922102	0
2941069	0
2960299	0
2980148	0
2998682	0
3017426	0
3035906	0
3054521	0
3072919	0
3091028	0
3109182	0
3127513	0
3144930	0
3162313	0
3179926	0
3198170	0
3216499	0
3350853	0
3368055	0
3385313	0
3402511	0
3419910	0
3437962	0
3455841	0
3473766	0
3491587	0
15485275	0
15504586	0
15524196	0
15543826	0
15563428	0
15583036	0
15602656	0
15622253	0
15641876	0
15661487	0
15681083	0
15700708	0
15720305	0
15739910	0
15759509	0
15786027	0
15805642	0
15825275	0
15844878	0
15864488	0
15884112	0
15903701	0
15918778	0
15934649	0
15954260	0
15973844	0
15993413	0
16013022	0
16032572	0
16052175	0
16071796	0
16086776	0
16106388	0
16125975	0
16145579	0
16165195	0
16184762	0
16206750	0
16226344	0
16245904	0
16265530	0
16285136	0
16304735	0
16324360	0
16343957	0
16363555	0
16383173	0
16402700	0
16422304	0
16441917	0
16461504	0
16477631	0
16497218	0
16512189	0
16531781	0
16551387	0
16570989	0
16590575	0
16610186	0
16629792	0
16644801	0
16664335	0
16683922	0
16698925	0
16713903	0
16733521	0
16753104	0
16773818	0
16793447	0
16813038	0
16832642	0
16847661	0
16867256	0
16886859	0
16906428	0
16926035	0
16945645	0
16965231	0
16984850	0
17005989	0
17025595	0
17045212	0
17064814	0
17084374	0
17103990	0
17123558	0
17143176	0
17162785	0
17177767	0
17197348	0
17216933	0
17236508	0
17256117	0
17275692	0
17295310	0
17314903	0
17329864	0
17349470	0
17369051	0
17388643	0
17430306	0
17449949	0
17469551	0
17489163	0
17508757	0
17528346	0
17547910	0
17567498	0
17587075	0
17606696	0
17626260	0
17645754	0
17665334	0
17684525	0
17702650	0
17720978	0
17739879	0
17759557	0
17779301	0
17798970	0
17818847	0
17838842	0
17858881	0
17878934	0
17898894	0
17918677	0
17939211	0
17959263	0
17979405	0
17999283	0
18019508	0
18039384	0
18059842	0
18079910	0
18099822	0
18120012	0
18139779	0
18160157	0
18180070	0
18200786	0
18220699	0
18241126	0
18261060	0
18292577	0
18312341	0
18332366	0
18352476	0
18374251	0
18397957	0
18416750	0
18435421	0
18455417	0
18474933	0
18494635	0
18514516	0
18534396	0
18554211	0
18573886	0
18593755	0
18613887	0
18633981	0
18653722	0
18673957	0
18693595	0
18713380	0
18732755	0
18752412	0
18772308	0
18792336	0
18812103	0
18831925	0
18851203	0
18869700	0
18888245	0
18906373	0
18924787	0
18942886	0
18960800	0
18979043	0
18997326	0
19015419	0
19032627	0
19049912	0
19067151	0
19084278	0
19101456	0
19118665	0
19135877	0
19153085	0
19170905	0
19188929	0
19206761	0
19224507	0
19242477	0
19260420	0
19278451	0
19296414	0
19314210	0
19332176	0
19350198	0
19393463	0
19411384	0
19429441	0
19447464	0
19465559	0
19483212	0
19501232	0
19523828	0
19541652	0
19559726	0
19577835	0
19595999	0
19614325	0
19632609	0
19650650	0
19668544	0
19686626	0
19703954	0
19721777	0
19739893	0
19758088	0
19776484	0
19794623	0
19813104	0
19831434	0
19849518	0
19867413	0
19885760	0
19903938	0
19921994	0
19940235	0
19958469	0
19976804	0
19996172	0
20014006	0
20031333	0
20049371	0
20067769	0
20086034	0
20104383	0
20122593	0
20140800	0
20158773	0
20177063	0
20214559	0
20234245	0
20253861	0
20273464	0
20293177	0
20312779	0
20353632	0
20373237	0
20392947	0
20412570	0
20432168	0
20451798	0
20466821	0
20486417	0
20505805	0
20525400	0
20545023	0
20564351	0
20583950	0
20603728	0
20623262	0
20642867	0
20662470	0
20681489	0
20701104	0
20720695	0
20740266	0
20763801	0
20783413	0
20803015	0
20822646	0
20842242	0
20861858	0
20881473	0
20901063	0
20920686	0
20940284	0
20959765	0
20979319	0
20998880	0
21018486	0
21038049	0
21057606	0
21077426	0
21097021	0
21116691	0
21136913	0
21156681	0
21176513	0
21196322	0
21215885	0
21234819	0
21254375	0
21274194	0
21294001	0
21313578	0
55997944	0
56019877	0
56041635	0
56063357	0
56085087	0
56106831	0
56128559	0
56150279	0
56172021	0
56197634	0
56219301	0
56241039	0
56262447	0
56284173	0
56305895	0
56327639	0
56349367	0
56371026	0
56392764	0
56414496	0
56436208	0
56457934	0
56479674	0
56501383	0
56523088	0
56544556	0
56566121	0
56587835	0
56609573	0
56631301	0
56653011	0
56674744	0
56696821	0
56716412	0
56735635	0
56760465	0
56780068	0
56799689	0
56819025	0
56838618	0
56858242	0
56877844	0
56897408	0
56917025	0
56936226	0
56955790	0
56975379	0
56994946	0
57014551	0
57029550	0
57044682	0
57064207	0
57083746	0
57103248	0
57122830	0
57138446	0
57157873	0
57177036	0
57196652	0
57211696	0
57231295	0
57250507	0
57270109	0
57289725	0
57309196	0
57328773	0
57348352	0
57367927	0
57387548	0
57407119	0
57426711	0
57446279	0
57465761	0
57485351	0
57504930	0
57524302	0
57543897	0
57563474	0
57583076	0
57602678	0
57622271	0
57637354	0
57656944	0
57672710	0
57692242	0
57711831	0
57726838	0
57746037	0
57765633	0
57780677	0
57800265	0
57815255	0
57834847	0
57854463	0
57874026	0
57893576	0
57913146	0
57932699	0
57952313	0
57975048	0
58018903	0
58038540	0
58058112	0
58077739	0
58097342	0
58116945	0
58136570	0
58156163	0
58171190	0
58190756	0
58205770	0
58225380	0
58244971	0
58260145	0
58279676	0
58299289	0
58318902	0
58338466	0
58358088	0
58377685	0
58392703	0
58412246	0
58431802	0
58446839	0
58466389	0
58486001	0
58501062	0
58520639	0
58540257	0
58559787	0
58579381	0
58598943	0
58618532	0
58638145	0
58657738	0
58672686	0
58692280	0
58711774	0
58726847	0
58746430	0
58766012	0
58785112	0
58804680	0
58824263	0
58843854	0
58863451	0
58878458	0
58898015	0
58917107	0
58936631	0
58951651	0
58971239	0
58990837	0
59010457	0
59030045	0
59049582	0
59069123	0
59088209	0
59107302	0
59126883	0
59146481	0
59166044	0
59185546	0
59208910	0
59228544	0
59243288	0
59262916	0
59282513	0
59302117	0
59321740	0
59341317	0
59360931	0
59380532	0
59395535	0
59415094	0
59434669	0
59454234	0
59473816	0
59493273	0
59512879	0
59532465	0
59547549	0
59567141	0
59586728	0
59606340	0
59625928	0
59645528	0
59665145	0
59684731	0
59704297	0
59723900	0
59743479	0
59763098	0
59782679	0
59802271	0
